"","Kingdom","Phylum","Class","Order","Family","Genus"
"557","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"558","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"559","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"560","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"561","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"562","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"563","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"564","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"565","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum"
"566","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"567","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"568","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"569","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"570","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"571","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"572","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"573","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalimonas"
"574","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"575","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"576","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"577","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"578","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"579","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"580","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"581","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"582","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter"
"583","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"584","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"585","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"586","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"587","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter"
"588","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Thomasclavelia"
"589","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"590","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"591","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"592","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"593","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"594","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003"
"595","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA
"596","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"597","Bacteria",NA,NA,NA,NA,NA
"598","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"599","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"600","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"601","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"602","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"603","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"604","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"605","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003"
"606","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"607","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"608","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Phocea"
"609","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"610","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"611","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"612","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"613","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"614","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"615","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"616","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"617","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"618","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"619","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"620","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"621","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"622","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"623","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"624","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"625","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"626","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA
"627","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002"
"628","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"629","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"630","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"631","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"632","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"633","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"634","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"635","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"636","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"637","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"638","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"639","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"640","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"641","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"642","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"643","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"644","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"645","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"646","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"647","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"648","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"649","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"650","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"651","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"652","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"653","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"654","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Finegoldia"
"655","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"656","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"657","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA
"658","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"659","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"660","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"661","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"662","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"663","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"664","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"665","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"666","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"667","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"668","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"669","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"670","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"671","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"672","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"673","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"674","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"675","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"676","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"677","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"678","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"679","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"680","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"681","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"682","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"683","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"684","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"685","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"686","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"687","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"688","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"689","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"690","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"691","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"692","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"693","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"694","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"695","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"696","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"697","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"698","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"699","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"700","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"701","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"702","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"703","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA
"704","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"705","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"706","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"707","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"708","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"709","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"710","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"711","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"712","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"713","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"714","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"715","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group"
"716","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"717","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"718","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"719","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"720","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"721","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"722","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"723","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"724","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"725","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"726","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"727","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"728","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"729","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"730","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"731","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"732","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"733","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"734","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"735","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"736","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"737","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA
"738","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"739","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"740","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003"
"741","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"742","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"743","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"744","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"745","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"746","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"747","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"748","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"749","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"750","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"751","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"752","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"753","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"754","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"755","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"756","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"757","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"758","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"759","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"760","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"761","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA
"762","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"763","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"764","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"765","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"766","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium"
"767","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"768","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"769","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"770","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"771","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"772","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"773","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"774","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"775","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"776","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"777","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"778","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"779","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"780","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"781","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"782","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"783","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Longibaculum"
"784","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"785","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"786","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"787","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"788","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"789","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"790","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"791","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"792","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"793","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"794","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"795","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"796","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"797","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"798","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"799","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"800","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"801","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"802","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"803","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"804","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"805","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"806","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"807","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"808","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"809","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"810","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"811","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"812","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"813","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"814","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"815","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"816","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"817","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"818","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"819","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"820","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"821","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"822","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"823","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"824","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"825","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium"
"826","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"827","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"828","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"829","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"830","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"831","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"832","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"833","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"834","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"835","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"836","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
