"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"509","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",NA
"510","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"511","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"512","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"513","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"514","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"515","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","angulatum"
"516","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"517","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group","gnavus"
"518","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"519","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"520","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"521","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"522","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"523","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group","gnavus"
"524","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"525","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"526","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"527","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"528","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","smithii"
"529","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","formicigenerans"
"530","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"531","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","shahii"
"532","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"533","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"534","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","paraputrificum"
"535","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",NA
"536","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"537","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"538","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"539","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",NA
"540","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"541","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"542","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"543","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"544","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"545","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"546","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","hominis"
"547","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","caccae"
"548","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"549","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"550","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","paraputrificum"
"551","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"552","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","obeum"
"553","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","smithii"
"554","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"555","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"556","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","hominis"
"557","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"558","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"559","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"560","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"561","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"562","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"563","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"564","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"565","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum",NA
"566","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"567","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"568","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"569","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"570","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"571","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium",NA
"572","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella",NA
"573","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalimonas",NA
"574","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"575","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"576","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"577","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"578","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"579","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"580","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"581","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","smithii"
"582","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",NA
"583","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"584","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"585","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"586","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"587","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",NA
"588","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Thomasclavelia",NA
"589","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"590","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"591","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"592","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"593","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","faecis"
"594","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003","bacterium"
"595","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"596","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","catus"
"597","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","kribbi"
"598","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","smithii"
"599","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"600","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group","gnavus"
"601","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"602","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"603","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"604","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"605","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003","bacterium"
"606","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"607","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"608","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Phocea",NA
"609","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","obeum"
"610","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"611","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"612","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"613","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"614","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"615","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"616","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"617","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"618","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis"
"619","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"620","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"621","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira",NA
"622","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"623","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"624","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"625","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"626","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"627","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"628","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"629","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group","gnavus"
"630","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"631","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"632","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"633","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii"
"634","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"635","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"636","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"637","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"638","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"639","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"640","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","catus"
"641","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"642","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"643","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"644","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"645","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"646","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"647","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"648","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"649","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","tarantellae"
"650","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"651","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"652","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"653","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"654","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Finegoldia","magna"
"655","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"656","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"657","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"658","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"659","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis"
"660","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"661","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"662","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"663","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"664","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"665","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"666","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"667","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"668","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"669","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","angulatum"
"670","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"671","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"672","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"673","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"674","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii"
"675","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"676","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"677","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"678","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"679","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"680","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"681","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"682","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"683","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"684","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"685","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"686","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"687","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"688","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"689","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"690","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"691","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"692","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"693","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"694","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"695","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"696","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"697","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"698","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"699","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"700","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"701","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"702","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"703","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"704","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"705","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"706","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"707","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"708","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"709","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"710","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"711","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"712","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"713","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"714","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"715","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group","siraeum"
"716","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"717","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"718","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"719","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"720","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"721","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"722","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",NA
"723","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"724","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"725","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"726","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"727","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"728","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"729","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"730","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"731","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"732","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"733","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"734","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","intestinalis"
"735","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"736","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"737","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"738","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"739","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"740","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003",NA
"741","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"742","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"743","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"744","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"745","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"746","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"747","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"748","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"749","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"750","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"751","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"752","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"753","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","excrementihominis"
"754","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"755","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"756","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"757","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"758","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"759","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","faecis"
"760","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"761","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"762","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"763","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"764","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"765","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"766","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium",NA
"767","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
